year,product,geography_id,rain_mm,rain_mm_months,former_mm,former_mm_months,latter_mm,latter_mm_months,pet_mm,pet_mm_months,balance_mm,balance_mm_months,wet_days,wet_days_months,spring_tmx_c,spring_tmx_c_months,annual_tmp_c,annual_tmp_c_months,rain_mm_baseline_n,rain_mm_anomaly,rain_mm_z,rain_percent_baseline,former_mm_baseline_n,former_mm_anomaly,former_mm_z,latter_mm_baseline_n,latter_mm_anomaly,latter_mm_z,pet_mm_baseline_n,pet_mm_anomaly,pet_mm_z,balance_mm_baseline_n,balance_mm_anomaly,balance_mm_z,wet_days_baseline_n,wet_days_anomaly,wet_days_z,spring_tmx_c_baseline_n,spring_tmx_c_anomaly,spring_tmx_c_z,annual_tmp_c_baseline_n,annual_tmp_c_anomaly,annual_tmp_c_z
1911,CRU-CY4.10,CRU-CY:Israel,557.8999999999999,12,58.7,2,122.19999999999999,2,1429.8999999999999,12,-872.0,12,58.699999999999996,12,22.297826086956523,3,17.840273972602738,12,30,149.60999999999996,1.5015726762124715,136.64307232604276,30,-5.119999999999983,-0.11967836887322839,30,62.00999999999998,2.1749624522178084,30,-71.69666666666672,-2.5195218343717443,30,221.30666666666684,1.8754713114723396,30,11.089999999999996,1.5946737058030163,30,-2.1151811594202883,-2.1941948434087273,30,-1.9056493999051867,-3.1443684597074477
1912,CRU-CY4.10,CRU-CY:Israel,588.2,12,73.3,2,63.400000000000006,2,1434.7,12,-846.5,12,61.2,12,22.19347826086957,3,17.93551912568306,12,30,179.91000000000014,1.8056810385494688,144.06426804477215,30,9.480000000000011,0.22159197986683793,30,3.2099999999999937,0.11258876748297296,30,-66.89666666666653,-2.3508430747132083,30,246.80666666666684,2.0915719792148897,30,13.590000000000003,1.9541583103573492,30,-2.2195289855072424,-2.302440636399649,30,-1.810404246824863,-2.9872116105511033
1913,CRU-CY4.10,CRU-CY:Israel,517.0,12,85.30000000000001,2,51.7,2,1426.5,12,-909.5000000000001,12,56.4,12,22.356521739130432,3,17.994520547945207,12,30,108.7100000000001,1.0910765699556044,126.62568272551376,30,21.480000000000025,0.5020881569134682,30,-8.490000000000009,-0.2977815065203873,30,-75.09666666666658,-2.639002622463198,30,183.80666666666673,1.5576762118509413,30,8.79,1.2639478696130313,30,-2.0564855072463786,-2.1333065848513364,30,-1.7514028245627173,-2.8898578101887695
1914,CRU-CY4.10,CRU-CY:Israel,417.59999999999997,12,76.5,2,99.69999999999999,2,1439.0,12,-1021.4,12,50.5,12,22.81847826086957,3,18.473150684931507,12,30,9.31000000000006,0.09344055621641736,102.28024198486372,30,12.680000000000014,0.296390960412606,30,39.50999999999998,1.3857888483651926,30,-62.59666666666658,-2.1997350191857774,30,71.90666666666687,0.6093756345806933,30,2.8900000000000006,0.4155642028648079,30,-1.5945289855072424,-1.6540934387977615,30,-1.272772687576417,-2.100106292055341
1915,CRU-CY4.10,CRU-CY:Israel,452.80000000000007,12,164.5,2,91.7,2,1478.0,12,-1025.2,12,50.5,12,23.168478260869566,3,19.30931506849315,12,30,44.51000000000016,0.44672815866731747,110.90156506404766,30,100.68,2.3533629254212256,30,31.50999999999999,1.1051937892175963,30,-23.59666666666658,-0.8292200969602259,30,68.1066666666668,0.5771723978190578,30,2.8900000000000006,0.4155642028648079,30,-1.2445289855072446,-1.291019008140707,30,-0.4366083040147757,-0.7204144584301426
1916,CRU-CY4.10,CRU-CY:Israel,478.5,12,51.4,2,126.4,2,1523.6000000000001,12,-1045.1,12,53.7,12,24.472826086956523,3,19.42267759562841,12,30,70.2100000000001,0.7046682547749334,117.19611060765635,30,-12.419999999999987,-0.2903135432432617,30,66.21,2.3222748582702972,30,22.003333333333558,0.7732281197958083,30,48.20666666666693,0.40852913161997084,30,6.090000000000003,0.8757044966943532,30,0.05981884057971243,0.06205340424584097,30,-0.3232457768795136,-0.5333634957217962
1917,CRU-CY4.10,CRU-CY:Israel,519.7,12,28.8,2,38.6,2,1532.8,12,-1013.1,12,53.5,12,24.128260869565214,3,18.820273972602738,12,30,111.41000000000014,1.1181753349163273,127.28697739351936,30,-35.01999999999998,-0.818581343347748,30,-21.59000000000001,-0.757255915874577,30,31.203333333333376,1.0965290758079833,30,80.20666666666682,0.6797142832968955,30,5.890000000000001,0.8469457283300063,30,-0.2847463768115972,-0.2953832246929441,30,-0.9256493999051862,-1.5273443152522215
1918,CRU-CY4.10,CRU-CY:Israel,528.2,12,40.7,2,111.9,2,1463.1000000000001,12,-934.9,12,61.199999999999996,12,22.995652173913044,3,18.86465753424658,12,30,119.91000000000014,1.2034862616445272,129.3688309779814,30,-23.119999999999983,-0.5404226344431733,30,51.709999999999994,1.8136963135652782,30,-38.49666666666644,-1.3528270800669062,30,158.40666666666687,1.342422997707383,30,13.589999999999996,1.9541583103573483,30,-1.4173550724637671,-1.4703011027819253,30,-0.8812658382613456,-1.4541103450532344
1919,CRU-CY4.10,CRU-CY:Israel,541.7,12,121.5,2,57.4,2,1462.8999999999999,12,-921.1999999999999,12,57.4,12,23.13586956521739,3,19.10027397260274,12,30,133.41000000000014,1.3389800864481392,132.6753043180093,30,57.680000000000014,1.3482516243374683,30,-2.7900000000000134,-0.09785752687772482,30,-38.696666666666715,-1.3598553617193545,30,172.1066666666669,1.458524140769067,30,9.79,1.4077417114347641,30,-1.2771376811594202,-1.3248458184503724,30,-0.6456493999051851,-1.0653374168364407
1920,CRU-CY4.10,CRU-CY:Israel,625.2000000000002,12,46.199999999999996,2,94.9,2,1456.7,12,-831.5,12,60.6,12,23.222826086956523,3,18.453551912568305,12,30,216.91000000000025,2.1770344843075176,153.1264542359598,30,-17.61999999999999,-0.4118618866301348,30,34.709999999999994,1.217431812876635,30,-44.89666666666653,-1.5777320929449485,30,261.80666666666684,2.2186900190634486,30,12.990000000000002,1.8678820052643095,30,-1.1901811594202876,-1.2346409909579337,30,-1.2923714599396199,-2.1324447493134846
1921,CRU-CY4.10,CRU-CY:Israel,471.79999999999995,12,71.89999999999999,2,61.099999999999994,2,1454.1000000000001,12,-982.3,12,55.10000000000001,12,22.454347826086952,3,18.307945205479452,12,30,63.51000000000005,0.6374231713538812,115.55512013519802,30,8.080000000000005,0.1888674258780643,30,0.9099999999999824,0.03191768797803851,30,-47.49666666666644,-1.6690997544266488,30,111.00666666666689,0.940729991785937,30,7.490000000000009,1.07701587524478,30,-1.9586594202898588,-2.0318261539223474,30,-1.4379781670284721,-2.3726994033515396
1922,CRU-CY4.10,CRU-CY:Israel,499.6,12,38.5,2,38.5,2,1462.8999999999999,12,-963.3,12,52.39999999999999,12,23.296739130434784,3,18.984931506849314,12,30,91.31000000000012,0.9164400846531715,122.36400597614444,30,-25.319999999999986,-0.5918469335683889,30,-21.690000000000012,-0.760763354113922,30,-38.696666666666715,-1.3598553617193545,30,130.0066666666669,1.1017461755941116,30,4.789999999999992,0.688772502326099,30,-1.1162681159420274,-1.1579668875893632,30,-0.7609918656586103,-1.2556553270448985
1923,CRU-CY4.10,CRU-CY:Israel,402.79999999999995,12,44.800000000000004,2,52.3,2,1551.3,12,-1148.5,12,47.20000000000001,12,24.505434782608695,3,19.042465753424658,12,30,-5.489999999999952,-0.05510082208680168,98.65536750838865,30,-19.019999999999982,-0.44458644061890806,30,-7.890000000000015,-0.27673687708431777,30,49.703333333333376,1.7466451286585654,30,-55.19333333333316,-0.4677378897360958,30,-0.4099999999999895,-0.05895547514690894,30,0.09242753623188449,0.09588021455550273,30,-0.7034576190832666,-1.160722402712887
1924,CRU-CY4.10,CRU-CY:Israel,432.00000000000006,12,44.5,2,49.800000000000004,2,1574.8,12,-1142.8,12,51.800000000000004,12,24.653260869565216,3,18.929234972677595,12,30,23.71000000000015,0.23796730267360428,105.80714688089353,30,-19.319999999999986,-0.4515988450450739,30,-10.390000000000008,-0.3644228330679415,30,73.20333333333338,2.572468222820116,30,-49.49333333333311,-0.41943303459364306,30,4.190000000000005,0.6024961972330611,30,0.24025362318840493,0.24922842129264342,30,-0.8166883998303298,-1.3475559806348434
1925,CRU-CY4.10,CRU-CY:Israel,368.6,12,114.6,2,70.8,2,1560.6,12,-1192.0,12,49.1,12,24.686956521739127,3,19.044109589041096,12,30,-39.689999999999884,-0.3983518449226177,90.27896838031793,30,50.78000000000001,1.186966322535656,30,10.609999999999985,0.3721391971944996,30,59.00333333333333,2.0734602254969645,30,-98.69333333333316,-0.8363802052969166,30,1.490000000000002,0.21425282431438217,30,0.27394927536231606,0.2841827919459606,30,-0.7018137834668288,-1.158010033446259
1926,CRU-CY4.10,CRU-CY:Israel,474.6,12,73.1,2,103.8,2,1551.3999999999999,12,-1076.8,12,54.9,12,24.426086956521736,3,18.849589041095893,12,30,66.31000000000012,0.6655255942761125,116.24090719831494,30,9.280000000000008,0.21691704358272737,30,43.609999999999985,1.529593816178336,30,49.803333333333285,1.7501592694847816,30,16.506666666666888,0.13988634074001602,30,7.289999999999999,1.048257106880432,30,0.013079710144925372,0.013568309468651743,30,-0.8963343314120316,-1.4789737299973338
1927,CRU-CY4.10,CRU-CY:Israel,446.2,12,20.7,2,61.0,2,1564.1,12,-1117.8999999999999,12,46.2,12,24.915217391304346,3,19.27123287671233,12,30,37.91000000000008,0.3804867332077731,109.28506698670066,30,-43.11999999999999,-1.0079162628542235,30,0.8099999999999881,0.02841024973869375,30,62.50333333333333,2.1964551544146422,30,-24.59333333333302,-0.20841708844503457,30,-1.4099999999999966,-0.20274931696864276,30,0.5022101449275347,0.5209704641136076,30,-0.4746904957955955,-0.7832510131070406
1928,CRU-CY4.10,CRU-CY:Israel,370.79999999999995,12,56.0,2,13.1,2,1643.0,12,-1272.2,12,44.599999999999994,12,26.01413043478261,3,19.363661202185792,12,30,-37.48999999999995,-0.3762713697694372,90.81780107276691,30,-7.819999999999986,-0.1827900087087202,30,-47.09000000000001,-1.6516526669075415,30,141.40333333333342,4.969112266301723,30,-178.8933333333332,-1.5160379916872118,30,-3.010000000000005,-0.43281946388341647,30,1.6011231884058006,1.660933971549279,30,-0.3822621703221323,-0.630741998900759
1929,CRU-CY4.10,CRU-CY:Israel,433.00000000000006,12,48.0,2,63.3,2,1573.2,12,-1140.2,12,49.8,12,24.667391304347827,3,18.68383561643836,12,30,24.71000000000015,0.24800388228868664,106.0520708320067,30,-15.819999999999986,-0.3697874600731402,30,3.109999999999985,0.1090813292436277,30,71.60333333333347,2.516241969600609,30,-46.8933333333332,-0.39739924101989366,30,2.1899999999999977,0.31490851358959454,30,0.2543840579710164,0.2638867057601672,30,-1.062087756069566,-1.7524709643824088
1930,CRU-CY4.10,CRU-CY:Israel,435.6,12,108.10000000000001,2,41.9,2,1579.1,12,-1143.5,12,51.5,12,24.895652173913046,3,19.305753424657535,12,30,27.310000000000116,0.27409898928790044,106.68887310490095,30,44.28000000000002,1.035030893302065,30,-18.290000000000013,-0.6415104539761934,30,77.50333333333333,2.723576278347547,30,-50.19333333333316,-0.4253652097865762,30,3.8900000000000006,0.5593580446865407,30,0.482644927536235,0.5006743779278142,30,-0.4401699478503893,-0.7262912585078338
1931,CRU-CY4.10,CRU-CY:Israel,420.40000000000003,12,45.0,2,61.3,2,1566.6,12,-1146.1999999999998,12,50.699999999999996,12,24.467391304347824,3,19.03013698630137,12,30,12.110000000000127,0.12154297913864867,102.96602904798063,30,-18.819999999999986,-0.43991150433479764,30,1.1099999999999852,0.038932564456728526,30,65.00333333333333,2.2843086750701262,30,-52.893333333332976,-0.44824645695931525,30,3.0899999999999963,0.4443229712291538,30,0.05438405797101353,0.056415602527560324,30,-0.7157863862065561,-1.1810651722126064
1932,CRU-CY4.10,CRU-CY:Israel,406.70000000000005,12,46.1,2,27.0,2,1557.2,12,-1150.5,12,47.3,12,24.032608695652176,3,18.936612021857922,12,30,-1.5899999999998613,-0.015958161587979563,99.61057091773009,30,-17.719999999999985,-0.4141993547721899,30,-33.19000000000001,-1.1641187516385922,30,55.60333333333347,1.953979437405511,30,-57.19333333333316,-0.4846869617159037,30,-0.3100000000000023,-0.0445760909647375,30,-0.38039855072463524,-0.3946085349346186,30,-0.8093113506500025,-1.335383667737473
1933,CRU-CY4.10,CRU-CY:Israel,248.6,12,39.3,2,61.9,2,1463.3000000000002,12,-1214.7,12,38.900000000000006,12,22.044565217391302,3,18.206301369863017,12,30,-159.6899999999999,-1.6027413987325012,60.8880942467364,30,-24.51999999999999,-0.573147188431947,30,1.7099999999999866,0.05997719389279833,30,-38.2966666666664,-1.345798798414466,30,-121.3933333333332,-1.0287521722677362,30,-8.709999999999994,-1.2524443622672918,30,-2.368442028985509,-2.4569164034804523,30,-1.539622002644908,-2.5404142363380853
1934,CRU-CY4.10,CRU-CY:Israel,381.9000000000001,12,22.8,2,29.2,2,1533.3,12,-1151.4,12,44.400000000000006,12,25.12826086956522,3,18.94931506849315,12,30,-26.389999999999816,-0.26486533604202167,93.53645693012324,30,-41.01999999999998,-0.958829431871063,30,-30.990000000000013,-1.0869551103730033,30,31.703333333333376,1.1140997799390802,30,-58.09333333333325,-0.492314044106818,30,-3.2099999999999937,-0.4615782322477614,30,0.7152536231884099,0.7419722914700829,30,-0.7966083040147751,-1.3144233278218573
1935,CRU-CY4.10,CRU-CY:Israel,491.3999999999999,12,12.9,2,42.1,2,1570.2,12,-1078.8,12,47.800000000000004,12,25.309782608695652,3,19.30821917808219,12,30,83.11000000000001,0.8341401318094951,120.35562957701634,30,-50.91999999999999,-1.190238777934533,30,-18.09000000000001,-0.6344955774975034,30,68.60333333333347,2.4108177448140284,30,14.506666666666888,0.12293726876020815,30,0.19000000000000483,0.02732082994612993,30,0.8967753623188415,0.9302748688605408,30,-0.43770419442573427,-0.7222227046078947
1936,CRU-CY4.10,CRU-CY:Israel,319.8,12,96.80000000000001,2,37.7,2,1520.6,12,-1200.8,12,42.1,12,25.028260869565216,3,19.13360655737705,12,30,-88.4899999999999,-0.888136930138637,78.32667956599478,30,32.980000000000025,0.770896993249822,30,-22.49000000000001,-0.7888228600286816,30,19.00333333333333,0.6678038950092194,30,-107.49333333333311,-0.9109561220080707,30,-5.509999999999998,-0.7923040684377475,30,0.6152536231884049,0.6382367398537758,30,-0.6123168151308747,-1.0103378307372972
1937,CRU-CY4.10,CRU-CY:Israel,536.2,12,149.9,2,48.0,2,1544.9,12,-1008.7,12,50.800000000000004,12,25.16304347826087,3,19.36109589041096,12,30,127.91000000000014,1.2837788985651861,131.32822258688682,30,86.08000000000001,2.0120925766811593,30,-12.190000000000012,-0.4275567213761509,30,43.30333333333351,1.521740115780531,30,84.6066666666668,0.7170022416524726,30,3.190000000000005,0.45870235541132837,30,0.7500362318840601,0.7780542224670555,30,-0.3848274820969628,-0.6349748265313265
1938,CRU-CY4.10,CRU-CY:Israel,571.5,12,115.2,2,65.5,2,1515.3,12,-943.8000000000001,12,57.8,12,23.14782608695652,3,18.628493150684932,12,30,163.2100000000001,1.638070158977593,139.97403806118203,30,51.38000000000002,1.2009911313879877,30,5.309999999999988,0.1862449705092169,30,13.703333333333376,0.48155443121959485,30,149.50666666666677,1.266999627397237,30,10.189999999999998,1.465259248163457,30,-1.2651811594202904,-1.312442654670163,30,-1.1174302218229926,-1.8437873963589162
1939,CRU-CY4.10,CRU-CY:Israel,532.8,12,160.0,2,104.9,2,1509.4,12,-976.5999999999999,12,56.4,12,24.830434782608698,3,19.312602739726028,12,30,124.51000000000005,1.2496545278739053,130.49548115310196,30,96.18,2.248176859028739,30,44.709999999999994,1.568175636811131,30,7.803333333333512,0.27422012247265726,30,116.70666666666693,0.9890348469283897,30,8.79,1.2639478696130313,30,0.41742753623188733,0.43302075730848705,30,-0.43332063278189636,-0.7149897198968806
1940,CRU-CY4.10,CRU-CY:Israel,502.90000000000003,12,132.6,2,76.5,2,1493.0,12,-990.0999999999999,12,52.29999999999999,12,23.724999999999998,3,18.986612021857923,12,30,94.61000000000013,0.9495607973829434,123.17225501481792,30,68.78,1.6077105881056009,30,16.309999999999988,0.5720631768371623,30,-8.596666666666579,-0.30209897302732147,30,103.20666666666693,0.8746286110646867,30,4.689999999999991,0.6743931181439256,30,-0.688007246376813,-0.7137081121891167,30,-0.7593113506500018,-1.2528824358775112
1941,CRU-CY4.10,CRU-CY:Israel,427.6,12,95.4,2,80.8,2,1478.2,12,-1050.6,12,48.3,12,24.365217391304352,3,19.016438356164382,12,30,19.310000000000116,0.19380635236724156,104.72948149599551,30,31.58000000000002,0.7381724392610484,30,20.609999999999985,0.7228830211289955,30,-23.396666666666533,-0.8221918153077855,30,42.70666666666693,0.36191918367549925,30,0.6899999999999977,0.09921775085699532,30,-0.04778985507245892,-0.049575069776046525,30,-0.729485016343542,-1.2036682494345128
1942,CRU-CY4.10,CRU-CY:Israel,547.9999999999999,12,22.2,2,104.1,2,1450.4,12,-902.3999999999999,12,54.800000000000004,12,24.161956521739125,3,18.917534246575343,12,30,139.70999999999998,1.4022105380231564,134.21832521002227,30,-41.61999999999999,-0.9728542407233947,30,43.90999999999998,1.540116130896371,30,-51.19666666666649,-1.7991229649967668,30,190.90666666666698,1.6178454173792614,30,7.190000000000005,1.0338777226982596,30,-0.2510507246376861,-0.26042885403962696,30,-0.8283891259325813,-1.3668624669766782
1943,CRU-CY4.10,CRU-CY:Israel,566.5999999999999,12,121.39999999999999,2,164.89999999999998,2,1411.3999999999999,12,-844.8,12,59.8,12,21.2,3,18.563287671232878,12,30,158.31,1.5888909188636886,138.77391070072744,30,57.580000000000005,1.3459141561954129,30,104.70999999999997,3.672638580418105,30,-90.19666666666672,-3.1696378872223265,30,248.5066666666669,2.105978690397727,30,12.189999999999998,1.7528469318069226,30,-3.2130072463768116,-3.33303079050074,30,-1.1826357012750464,-1.9513780439351918
1944,CRU-CY4.10,CRU-CY:Israel,435.40000000000003,12,21.3,2,64.10000000000001,2,1529.2,12,-1093.8,12,49.7,12,24.054347826086957,3,18.73743169398907,12,30,27.110000000000127,0.2720916733648841,106.63988831467832,30,-42.51999999999998,-0.9938914540018917,30,3.9099999999999966,0.13714083515838776,30,27.603333333333467,0.9700200060640894,30,-0.493333333333112,-0.004180771088350728,30,2.0900000000000034,0.30052912940742205,30,-0.35865942028985387,-0.37205732806151076,30,-1.0084916785188547,-1.6640361159664956
1945,CRU-CY4.10,CRU-CY:Israel,699.9999999999999,12,212.2,2,45.8,2,1497.5,12,-797.5000000000001,12,63.900000000000006,12,23.039130434782606,3,18.339178082191783,12,30,291.71,2.9277706395156753,171.44676577922556,30,148.38,3.468335229181579,30,-14.390000000000015,-0.5047203626417401,30,-4.096666666666579,-0.14396263584745014,30,295.80666666666673,2.5068242427201812,30,16.290000000000006,2.3424016832760284,30,-1.3738768115942044,-1.4251986890357096,30,-1.4067452903161417,-2.321164387285589
1946,CRU-CY4.10,CRU-CY:Israel,400.2,12,72.6,2,38.4,2,1505.9,12,-1105.7,12,50.099999999999994,12,23.756521739130438,3,19.053150684931506,12,30,-8.089999999999918,-0.08119592908601547,98.0185652354944,30,8.780000000000008,0.20522970287245113,30,-21.790000000000013,-0.764270792353267,30,4.303333333333512,0.15122519355497954,30,-12.393333333333203,-0.10502774936820822,30,2.489999999999995,0.35804666613611397,30,-0.6564855072463729,-0.681008862223103,30,-0.6927726875764186,-1.143092002479802
1947,CRU-CY4.10,CRU-CY:Israel,285.5,12,7.8,2,59.7,2,1523.8000000000002,12,-1238.3000000000002,12,40.0,12,25.472826086956523,3,19.486027397260273,12,30,-122.7899999999999,-1.232391610935962,69.92578804281273,30,-56.01999999999999,-1.3094496531793507,30,-0.4900000000000091,-0.01718644737279062,30,22.203333333333603,0.7802564014482487,30,-144.99333333333334,-1.2287512216294698,30,-7.609999999999999,-1.0942711362633866,30,1.0598188405797124,1.0994089204088606,30,-0.25989597524765173,-0.4288347622675414
1948,CRU-CY4.10,CRU-CY:Israel,471.1,12,95.4,2,115.69999999999999,2,1472.0,12,-1000.9,12,52.2,12,22.06413043478261,3,18.150273224043715,12,30,62.810000000000116,0.6303975656233243,115.38367336941882,30,31.58000000000002,0.7381724392610484,30,55.50999999999998,1.9469789666603858,30,-29.59666666666658,-1.0400685465333877,30,92.40666666666687,0.7831036223737238,30,4.590000000000003,0.6600137339617541,30,-2.3488768115942023,-2.4366203172946514,30,-1.595650148464209,-2.632862057316522
1949,CRU-CY4.10,CRU-CY:Israel,588.5,12,50.300000000000004,2,152.6,2,1408.6,12,-820.1000000000001,12,56.1,12,22.35217391304348,3,18.035068493150682,12,30,180.2100000000001,1.8086920124339931,144.13774523010608,30,-13.519999999999982,-0.31602569280586934,30,92.40999999999998,3.241223676978676,30,-92.99666666666667,-3.2680338303564667,30,273.2066666666667,2.315299729348352,30,8.490000000000002,1.2208097170665118,30,-2.0608333333333313,-2.1378168262259543,30,-1.7108548793572425,-2.822952701611932
1950,CRU-CY4.10,CRU-CY:Israel,463.50000000000006,12,6.0,2,51.300000000000004,2,1453.8000000000002,12,-990.3,12,53.60000000000001,12,23.311956521739127,3,18.441917808219177,12,30,55.21000000000015,0.5541195605486986,113.52225134095868,30,-57.819999999999986,-1.351524079736345,30,-8.890000000000008,-0.3118112594777671,30,-47.7966666666664,-1.6796421769053054,30,103.00666666666689,0.8729337038667055,30,5.990000000000009,0.8613251125121808,30,-1.101050724637684,-1.1421810427781913,30,-1.3040055642887474,-2.1516413081212917
1951,CRU-CY4.10,CRU-CY:Israel,268.0,12,44.5,2,42.0,2,1505.6000000000001,12,-1237.6,12,42.7,12,24.96630434782609,3,19.41780821917808,12,30,-140.2899999999999,-1.4080317541999035,65.63961889833209,30,-19.319999999999986,-0.4515988450450739,30,-18.190000000000012,-0.6380030157368485,30,4.003333333333558,0.14068277107632304,30,-144.29333333333307,-1.222819046436535,30,-4.909999999999997,-0.7060277633447076,30,0.553297101449278,0.5739658002654184,30,-0.3281151533298434,-0.541398086832638
